EMPRESA,ANO,TIPO
LA NONNA,2013,ALIMENTAÇÃO FORA DO LAR
LA NONNA,2014,ALIMENTAÇÃO FORA DO LAR
LA NONNA,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
LA NONNA,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
LA PULGA,2024,ALIMENTAÇÃO FORA DO LAR
LA SPEZIA,2025,ALIMENTAÇÃO FORA DO LAR
LAB SARA VIANA,2025,SERVIÇOS LABORATORIAIS
LABCITO,2024,SERVIÇOS LABORATORIAIS
LABCLIN,2025,SERVIÇOS LABORATORIAIS
LABGOUVEIA,2024,SERVIÇOS LABORATORIAIS
LABGOUVEIA,2023,SERVIÇOS LABORATORIAIS
LABMEDI CLINICA E LABORATORIO,2024,SERVIÇOS LABORATORIAIS
LABMEDI CLINICA E LABORATORIO,2023,SERVIÇOS LABORATORIAIS
LABOCLINICA,2023,SERVIÇOS DE SAÚDE
LABOCLINICA,2024,SERVIÇOS DE SAÚDE
LABORATÓRIO CEARENSE,2024,SERVIÇOS LABORATORIAIS
LABORATÓRIO CEARENSE,2023,SERVIÇOS LABORATORIAIS
LABORATÓRIO CLÍNICO DE SOBRAL,2022,SERVIÇOS DE SAUDE
LABORATÓRIO CLÍNICO SANTA TERESINHA,2024,SERVIÇOS LABORATORIAIS
LABORATÓRIO CLÍNICO SANTA TERESINHA,2023,SERVIÇOS LABORATORIAIS
LABORATORIO DE ANALISES CLINICA J M L,2024,SERVIÇOS LABORATORIAIS
LABORATÓRIO DR. SAMUEL,2023,SERVIÇOS LABORATORIAIS
LABORATORIO E CLINICA THOMAZ ARAGÃO,2024,SERVIÇOS LABORATORIAIS
LABORATORIO E CLINICA VITORIA,2024,SERVIÇOS LABORATORIAIS
LABORATÓRIO LABJAB,2025,SERVIÇOS LABORATORIAIS
LABORATORIO LIDUINA PIRES,2024,SERVIÇOS LABORATORIAIS
LABORATÓRIO NEMÉSIO CARDOSO,2023,SERVIÇOS LABORATORIAIS
LABORATÓRIO NEMÉSIO CARDOSO,2025,SERVIÇOS LABORATORIAIS
LABORATÓRIO NEMÉSIO CARDOSO,2024,SERVIÇOS LABORATORIAIS
LABORVALE ,2024,SERVIÇOS LABORATORIAIS
LACA SAÚDE,2023,SERVIÇOS LABORATORIAIS
LACA SAÚDE,2024,SERVIÇOS LABORATORIAIS
LACLISO - LABORATÓRIO CLÍNICO DE SOBRAL,2024,SERVIÇOS LABORATORIAIS
LACLISO - LABORATÓRIO CLÍNICO DE SOBRAL,2023,SERVIÇOS LABORATORIAIS
LAGOINHA KIT POINT,2023,ALIMENTAÇÃO FORA DO LAR
"LAGUNA HOTEIS, RESIDENCE E RESORT LTDA",2024,HOSPEDAGEM 
LAMAB - CLÍNICA & LABORATÓRIO,2023,SERVIÇOS LABORATORIAIS
LAMAB - CLÍNICA & LABORATÓRIO,2024,SERVIÇOS LABORATORIAIS
LANCHONETE E PIZZARIA ONDA DO MAR,2015,ALIMENTAÇÃO FORA DO LAR
LARA HOTEL,2017,HOSPEDAGEM
LARA HOTEL,2016,HOSPEDAGEM
LAVANDERIA EXPRESSO,2025,LOJAS DE VAREJO
LAWILLYS RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
LE RÊVE POUSADA,2013,HOSPEDAGEM
LE RÊVE POUSADA,2024,HOSPEDAGEM 
LE RÊVE POUSADA,2022,HOSPEDAGEM
LE RÊVE POUSADA,2023,HOSPEDAGEM
LEONARDO ALVES DE SOUSA,2023,MANUTENÇÃO DE VEÍCULOS
LEONARDO DA VINCI RISTORANTE E PIZZARIA,2015,ALIMENTAÇÃO FORA DO LAR
LEONARDO DA VINCI RISTORANTE E PIZZARIA,2014,ALIMENTAÇÃO FORA DO LAR
LETIVA HOTEL CENTRO,2024,HOSPEDAGEM 
LETIVA HOTEL SOBRAL,2024,HOSPEDAGEM 
LETIVA HOTEL SOBRAL,2023,HOSPEDAGEM
LIFE FITNESS ACADEMIA,2023,ACADEMIA
LOUREN CABELOS E ESTÉTICA,2024,SERVIÇOS DE ESTÉTICA
LUBRIFIQ,2023,MANUTENÇÃO DE VEÍCULOS
LUCIANA SIQUEIRA DE AMORIM,2021,SERVIÇOS DE ESTÉTICA
LUGARZINHO CHEF VENTURELLI,2023,ALIMENTAÇÃO FORA DO LAR
LUXOR ESTÉTICA & CABELOS,2023,SERVIÇOS DE ESTÉTICA
M P SERVICOS MEDICOS LTDA,2025,SERVIÇOS DE SAÚDE
M3 TURISMO,2023,AGÊNCIA DE VIAGENS 
M3 TURISMO,2024,AGÊNCIA DE VIAGENS 
M3 TURISMO ,2022,AGÊNCIA DE VIAGENS
MACÁRIOS RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
MACÁRIOS RESTAURANTE,2022,ALIMENTAÇÃO FORA DO LAR
MAESTRIA COMUNICAÇÃO E EVENTOS,2015,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2014,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2013,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2011 / 2012,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2009 / 2010,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2024,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2023,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2022,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2019,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2018,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2017,EMPRESA DE EVENTOS
MAESTRIA COMUNICAÇÃO E EVENTOS,2016,EMPRESA DE EVENTOS
MAGNA PRAIA HOTEL,2014,HOSPEDAGEM
MAGNA PRAIA HOTEL,2013,HOSPEDAGEM
MAGNA PRAIA HOTEL,2009 / 2010,HOSPEDAGEM
MAGNUM HOTEL,2025,HOSPEDAGEM 
MAGRELLO GOURMET,2024,ALIMENTAÇÃO FORA DO LAR
MAIS 1 CAFÉ PADRE CICERO,2024,ALIMENTAÇÃO FORA DO LAR
MAIS COWORKING CENTRAL DE SERVIÇOS,2024,COWORKING
MAISON TRAJES FINOS,2025,LOJAS DE VAREJO
MAKENA HOTEL,2023,HOSPEDAGEM
MAKENA HOTEL,2022,HOSPEDAGEM
MAKENA HOTEL,2024,HOSPEDAGEM 
CASA MALU,2018,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2023,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2022,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2019,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2017,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2016,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2014,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2021,ALIMENTAÇÃO FORA DO LAR
CASA MALU,2015,ALIMENTAÇÃO FORA DO LAR
MALVA CONFEITARIA,2024,ALIMENTAÇÃO FORA DO LAR
MAMMA MIA PIZZARIA,2024,ALIMENTAÇÃO FORA DO LAR
MAMMA VITÓRIA,2013,ALIMENTAÇÃO FORA DO LAR
MANGARÁ POUSADA,2024,HOSPEDAGEM 
MANGARÁ POUSADA,2023,HOSPEDAGEM
MANJAR DE MÃE,2019,ALIMENTAÇÃO FORA DO LAR
MANJAR DE MÃE,2018,ALIMENTAÇÃO FORA DO LAR
MANOEL RODRIGUES BRITO,2025,MANUTENÇÃO DE VEÍCULOS
MANZARI RESTAURANTE RECEPTIVO,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
MANZARI RESTAURANTE RECEPTIVO,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
MARÉ ALTA FLECHEIRAS RESTAURANTE ,2024,ALIMENTAÇÃO FORA DO LAR
MAREAR PARK,2017,ALIMENTAÇÃO FORA DO LAR
MAREAR PARK,2016,ALIMENTAÇÃO FORA DO LAR
MAREAR PARK,2015,ALIMENTAÇÃO FORA DO LAR
MAREDOMUS HOTEL,2019,HOSPEDAGEM 
MAREDOMUS HOTEL,2016,HOSPEDAGEM
MAREDOMUS HOTEL,2015,HOSPEDAGEM
MAREDOMUS HOTEL,2014,HOSPEDAGEM
MAREDOMUS HOTEL,2013,HOSPEDAGEM
MAREDOMUS HOTEL,2011 / 2012,HOSPEDAGEM
MAREDOMUS HOTEL,2009 / 2010,HOSPEDAGEM
MAREIRO HOTEL,2018,HOSPEDAGEM
MAREIRO HOTEL,2017,HOSPEDAGEM
MAREIRO HOTEL,2016,HOSPEDAGEM
MAREIRO HOTEL,2015,HOSPEDAGEM
MAREIRO HOTEL,2014,HOSPEDAGEM
MAREIRO HOTEL,2013,HOSPEDAGEM
MAREIRO HOTEL,2011 / 2012,HOSPEDAGEM
MAREIRO HOTEL,2009 / 2010,HOSPEDAGEM
MAREIRO HOTEL,2019,HOSPEDAGEM 
MARIA BONITA,2025,ALIMENTAÇÃO FORA DO LAR
MARIA REDONDA,2018,ALIMENTAÇÃO FORA DO LAR
MARIA REDONDA,2017,ALIMENTAÇÃO FORA DO LAR
MARIAS GOURMET,2025,ALIMENTAÇÃO FORA DO LAR
MARINA PARK HOTEL,2011 / 2012,HOSPEDAGEM
MARINA PARK HOTEL,2018,HOSPEDAGEM
MARINA PARK HOTEL,2017,HOSPEDAGEM
MARINA PARK HOTEL,2016,HOSPEDAGEM
MARINA PARK HOTEL,2015,HOSPEDAGEM
MARINA PARK HOTEL,2014,HOSPEDAGEM
MARINA PARK HOTEL,2013,HOSPEDAGEM
MARISTELA MOURÃO,2019,EMPRESA DE EVENTOS
MARISTELA MOURÃO,2018,EMPRESA DE EVENTOS
MARQUÊS DA VARJOTA,2019,ALIMENTAÇÃO FORA DO LAR
MARRECU'S PARK,2024,ALIMENTAÇÃO FORA DO LAR
MARRECU'S PARK,2022,EMPRESA DE EVENTOS
MARRECU'S PARK,2017,ALIMENTAÇÃO FORA DO LAR
MARRECU'S PARK,2016,ALIMENTAÇÃO FORA DO LAR
MARRECU'S PARK,2015,ALIMENTAÇÃO FORA DO LAR
MARRECU'S PARK,2023,ALIMENTAÇÃO FORA DO LAR
MARUJO BURGUERIA GOURMET,2018,ALIMENTAÇÃO FORA DO LAR
MARUJO BURGUERIA GOURMET,2017,ALIMENTAÇÃO FORA DO LAR
MARUJO BURGUERIA GOURMET,2016,ALIMENTAÇÃO FORA DO LAR
MARUJO PRIME,2018,ALIMENTAÇÃO FORA DO LAR
MATTARELLO PIZZA,2019,ALIMENTAÇÃO FORA DO LAR
MATTARELLO PIZZA,2023,ALIMENTAÇÃO FORA DO LAR
MAXFUR TURISMO,2024,AGÊNCIA DE VIAGENS 
MDC REPRESENTAÇÕES,2025,MANUTENÇÃO DE VEÍCULOS
MEDCLINIC SOBRAL,2024,SERVIÇOS DE SAÚDE
MEDCLINIC SOBRAL,2023,SERVIÇOS DE SAÚDE
MEDCLINIC SOBRAL,2022,SERVIÇOS DE SAUDE
MEDEIROS GOURMET,2025,ALIMENTAÇÃO FORA DO LAR
MEDVET MULTICLÍNICA VETERINÁRIA,2022,SERVIÇOS DE SAUDE
MEGA CAR AUTO SERVICE,2022,MANUTENÇÃO DE VEÍCULOS
MENU BRANDS,2024,ALIMENTAÇÃO FORA DO LAR
MENU BRANDS LTDA - PARQUELANDIA,2025,ALIMENTAÇÃO FORA DO LAR
MENU BRANDS LTDA - SUL,2025,ALIMENTAÇÃO FORA DO LAR
MERA SAÚDE,2024,SERVIÇOS DE SAÚDE
MIDAS CLINICA,2024,SERVIÇOS DE SAÚDE
MILENES AUTOS SERVICE,2022,MANUTENÇÃO DE VEÍCULOS
MILK SHAKE MIX IGUATU,2022,ALIMENTAÇÃO FORA DO LAR
MINI PADARIAS,2024,ALIMENTAÇÃO FORA DO LAR
MIRANTE BAR E RESTAURANTE,2022,ALIMENTAÇÃO FORA DO LAR
MIRANTE DA SERRA,2023,HOSPEDAGEM
MIRANTE DA SERRA,2022,HOSPEDAGEM
MISAKI RESTAURANTES,2022,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2019,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2018,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2017,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2016,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2023,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2015,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2014,ALIMENTAÇÃO FORA DO LAR
MISAKI RESTAURANTES,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
MODERNE TURISMO VIAGENS PERSONALIZADAS,2023,AGÊNCIA DE VIAGENS 
MODERNE TURISMO VIAGENS PERSONALIZADAS,2024,AGÊNCIA DE VIAGENS 
MOINHO DOS VENTOS RESTAURANTES E PIZZARIA,2023,ALIMENTAÇÃO FORA DO LAR
MONSIEUR CREME LTDA,2025,ALIMENTAÇÃO FORA DO LAR
MONTADORA PAULISTA DE EVENTOS,2024,EMPRESA DE EVENTOS
MONTADORA PAULISTA DE EVENTOS,2023,EMPRESA DE EVENTOS
MONTE PASCUAL,2023,HOSPEDAGEM
MORIA TRADE TURISMO,2022,HOSPEDAGEM
MR. MIX,2016,ALIMENTAÇÃO FORA DO LAR
MR. MIX,2015,ALIMENTAÇÃO FORA DO LAR
MUDA ECO PARQUE,2024,HOSPEDAGEM 
MUNZUA BEACH CLUB RESTAURANTE LTDA - MUNZUÁ PIER CLUB ,2023,ALIMENTAÇÃO FORA DO LAR
MURANO CENTER HOTEL,2023,HOSPEDAGEM
MURANO HOTEL,2022,HOSPEDAGEM
MY PLACE OFFICE,2024,COWORKING
N. B. ALIMENTOS LTDA,2025,LOJAS DE VAREJO
N&S SALAO E COSMETICOS,2024,SERVIÇOS DE ESTÉTICA
NAJA TURISMO,2023,AGÊNCIA DE VIAGENS 
NAQUELA JERICOACOARA ,2024,HOSPEDAGEM 
NATURAL LEVE,2019,ALIMENTAÇÃO FORA DO LAR
NATURAL LEVE,2015,ALIMENTAÇÃO FORA DO LAR
NATURAL LEVE,2014,ALIMENTAÇÃO FORA DO LAR
NATURAL LEVE,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
NATURAL LEVE,2009 / 2010,ALIMENTAÇÃO FORA DO LAR
NATURAL LEVE - ALDEOTA,2016,ALIMENTAÇÃO FORA DO LAR
NATURAL LEVE - COCÓ,2015,ALIMENTAÇÃO FORA DO LAR
NATURALMENTE GELATO,2024,ALIMENTAÇÃO FORA DO LAR
NATURALMENTE GELATO,2023,ALIMENTAÇÃO FORA DO LAR
NEBLINA PARK HOTEL,2018,HOSPEDAGEM
NEGREIROS COMERCIO DE ALIMENTOS LTDA,2023,ALIMENTAÇÃO FORA DO LAR
NHOK LU PIZZAS E MASSAS ,2022,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2024,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2019,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2018,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2017,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2016,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2015,ALIMENTAÇÃO FORA DO LAR
NILLU'S PIZZAS E MASSAS,2022,ALIMENTAÇÃO FORA DO LAR
NILO ESFIHA,2019,ALIMENTAÇÃO FORA DO LAR
NINA PET SHOP,2024,LOJAS DE VAREJO
NOBILE SUÍTES BRASIL TROPICAL,2009 / 2010,HOSPEDAGEM
NOMAD,2025,ALIMENTAÇÃO FORA DO LAR
NORDESTE OFF ROAD EXPEDICOES,2024,AGÊNCIA DE VIAGENS 
NORI RESTAURANTES,2025,ALIMENTAÇÃO FORA DO LAR
NORI RESTAURANTES,2019,ALIMENTAÇÃO FORA DO LAR
NORI RESTAURANTES,2017,ALIMENTAÇÃO FORA DO LAR
NOSSA PARRILLA,2023,ALIMENTAÇÃO FORA DO LAR
NOSSA PARRILLA,2025,ALIMENTAÇÃO FORA DO LAR
NOSSO HOTEL,2024,HOSPEDAGEM 
NOVO PALADARS,2025,ALIMENTAÇÃO FORA DO LAR
NOVOS BOÊMIOS,2023,ALIMENTAÇÃO FORA DO LAR
NOZ RESTAURANTE LTDA,2023,ALIMENTAÇÃO FORA DO LAR
NUTRIFIT,2019,ALIMENTAÇÃO FORA DO LAR
NUTRIFIT,2018,ALIMENTAÇÃO FORA DO LAR
OAZO RESTAURANTE,2024,ALIMENTAÇÃO FORA DO LAR
OCAS DO ÍNDIO HOTEL SPA,2014,HOSPEDAGEM
OCAS DO ÍNDIO HOTEL SPA,2016,HOSPEDAGEM
OCAS DO ÍNDIO HOTEL SPA,2015,HOSPEDAGEM
OCAS DO ÍNDIO HOTEL SPA,2013,HOSPEDAGEM
ODONTO MEDIS,2025,SERVIÇOS DE SAÚDE
ODONTO MEDIS,2024,SERVIÇOS DE SAÚDE
ODONTOMED SERVIÇOS ODONTOLÓGICOS E MÉDICOS,2023,SERVIÇOS DE SAÚDE
OFICINA DE EVENTOS,2024,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2023,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2022,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2019,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2017,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2016,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2015,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2014,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2013,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2011 / 2012,EMPRESA DE EVENTOS
OFICINA DE EVENTOS,2009 / 2010,EMPRESA DE EVENTOS
OFICINA MECANICA GUAXINIM,2022,MANUTENÇÃO DE VEÍCULOS
OFTALMOCENTRO LTDA,2023,SERVIÇOS DE SAÚDE
OFTALMOLOGISTA BERNARDO MARTINS,2024,SERVIÇOS DE SAÚDE
OH! LINDA POUSADA,2019,HOSPEDAGEM 
OH! LINDA POUSADA,2018,HOSPEDAGEM
OK PRODUÇÕES,2024,EMPRESA DE EVENTOS
OK PRODUÇÕES,2023,EMPRESA DE EVENTOS
OK PRODUÇÕES,2019,EMPRESA DE EVENTOS
OK PRODUÇÕES,2022,EMPRESA DE EVENTOS
OK PRODUÇÕES,2018,EMPRESA DE EVENTOS
OKA ADMINISTRAÇÃO E ESCRITÓRIOS COMPARTILHADOS LTDA,2024,COWORKING
OLD CAVE,2025,ALIMENTAÇÃO FORA DO LAR
OLIVEIRA PETSHOP,2024,SERVIÇOS DE SAÚDE
OLIVEIRA PETSHOP,2023,SERVIÇOS DE SAÚDE
ÓRBITA BLUE,2024,ALIMENTAÇÃO FORA DO LAR
ÓRBITA BLUE,2023,ALIMENTAÇÃO FORA DO LAR
ORLA PRAIA CLUB LTDA	,2024,ALIMENTAÇÃO FORA DO LAR
ORUS ODONTOLOGIA PREMIUM,2025,SERVIÇOS DE SAÚDE
ÓTICA BENI,2025,LOJAS DE VAREJO
ÓTICA ESTAÇÃO POPULAR,2025,LOJAS DE VAREJO
ÓTICA JBL SOBRAL,2024,LOJAS DE VAREJO
OTICA ROSE VISION,2024,LOJAS DE VAREJO
OTICA SAN VALLENTIN,2025,LOJAS DE VAREJO
OTICAS ENCANTO LTDA,2025,LOJAS DE VAREJO
OTICAS MENESES,2025,LOJAS DE VAREJO
OTICAS NO PRECO,2024,LOJAS DE VAREJO
PADARIA ABENÇOADOS,2023,ALIMENTAÇÃO FORA DO LAR
PADARIA DELÍCIAS DO TRIGO,2013,ALIMENTAÇÃO FORA DO LAR
PADARIA DELÍCIAS DO TRIGO,2024,ALIMENTAÇÃO FORA DO LAR
PADARIA DELÍCIAS DO TRIGO,2017,ALIMENTAÇÃO FORA DO LAR
PADARIA DELÍCIAS DO TRIGO,2015,ALIMENTAÇÃO FORA DO LAR
PADARIA DELÍCIAS DO TRIGO,2014,ALIMENTAÇÃO FORA DO LAR
PADARIA IDEAL,2025,ALIMENTAÇÃO FORA DO LAR
PADARIA IDEAL,2016,ALIMENTAÇÃO FORA DO LAR
PADARIA PÃO MIX,2025,ALIMENTAÇÃO FORA DO LAR
PADARIA PÃO MIX,2019,ALIMENTAÇÃO FORA DO LAR
PADARIA PROGRESSO,2016,ALIMENTAÇÃO FORA DO LAR
PAIZINHA STUDIO DE BELEZA,2023,SERVIÇOS DE ESTÉTICA
PAIZINHA STUDIO DE BELEZA ,2024,SERVIÇOS DE ESTÉTICA
PAKARAKA PROMOCAO E ENTRETENIMENTO INFANTIL LTDA,2025,EMPRESA DE EVENTOS
PAKATO GRILL,2024,ALIMENTAÇÃO FORA DO LAR
PAKATO GRILL,2023,ALIMENTAÇÃO FORA DO LAR
PAKATO GRILL,2022,ALIMENTAÇÃO FORA DO LAR
PAKATO GRILL,2019,ALIMENTAÇÃO FORA DO LAR
PALADARS,2016,ALIMENTAÇÃO FORA DO LAR
PALADARS,2015,ALIMENTAÇÃO FORA DO LAR
PALHOCA GRIL,2024,ALIMENTAÇÃO FORA DO LAR
PALHOÇA SEREIA,2011 / 2012,ALIMENTAÇÃO FORA DO LAR
PANIFICADORA & DELICATESSEN ABENÇOADOS,2024,ALIMENTAÇÃO FORA DO LAR
PANIFICADORA & DELICATESSEN ABENÇOADOS,2019,ALIMENTAÇÃO FORA DO LAR
PANIFICADORA NOSSA SENHORA PERPÉTUO SOCORRO,2017,ALIMENTAÇÃO FORA DO LAR
PANIFICADORA NOSSA SENHORA PERPÉTUO SOCORRO,2016,ALIMENTAÇÃO FORA DO LAR
PANIFICADORA SANTA RITA,2017,ALIMENTAÇÃO FORA DO LAR
PANIFICADORA SANTA RITA,2016,ALIMENTAÇÃO FORA DO LAR
PANORAMA HOTEL,2016,HOSPEDAGEM
PANUTRI PÃES E SABORES,2019,ALIMENTAÇÃO FORA DO LAR
PANUTRI PÃES E SABORES,2018,ALIMENTAÇÃO FORA DO LAR
PARADA DO LANCHE,2024,ALIMENTAÇÃO FORA DO LAR
PARENTE ODONTOLOGIA INTEGRADA,2024,SERVIÇOS DE SAÚDE
PARENTE ODONTOLOGIA INTEGRADA,2023,SERVIÇOS DE SAÚDE
PARENTE ODONTOLOGIA INTEGRADA,2022,SERVIÇOS DE SAUDE
PARKING NOVO HORIZONTE,2024,ALIMENTAÇÃO FORA DO LAR
PARQUE DAS TRILHAS,2025,EMPRESA DE EVENTOS
PARQUE RODEIO,2025,ALIMENTAÇÃO FORA DO LAR
PARQUE RODEIO,2024,ALIMENTAÇÃO FORA DO LAR
PASARGADA HOTEL & POUSADA LTDA,2025,HOSPEDAGEM 
PASTEL.COM,2024,ALIMENTAÇÃO FORA DO LAR
PASTELARIA DO BOTECO,2019,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2025,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2015,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2014,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2024,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2019,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2018,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2013,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2022,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2016,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - 13 DE MAIO,2022,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - 13 DE MAIO,2019,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - 13 DE MAIO,2015,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS,2017,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - 13 DE MAIO,2016,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - 13 DE MAIO,2014,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - ALDEOTA,2015,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - ALDEOTA,2017,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - ALDEOTA,2016,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - BARÃO DE STUDART,2014,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - DOM LUIS,2015,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - DOM LUIS,2019,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - DOM LUIS,2014,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - DOM LUIS,2017,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - DOM LUIS,2016,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - EMPORIO MARCO POLO,2023,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - SALINAS,2019,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - SALINAS,2015,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - SALINAS,2017,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - SALINAS,2016,ALIMENTAÇÃO FORA DO LAR
PASTO & PIZZAS - SALINAS,2014,ALIMENTAÇÃO FORA DO LAR
PÁTIO D'ALMEIDA,2024,ALIMENTAÇÃO FORA DO LAR
"PATRONI PIZZAS, CARNES E MASSAS",2018,ALIMENTAÇÃO FORA DO LAR
"PATRONI PIZZAS, CARNES E MASSAS",2016,ALIMENTAÇÃO FORA DO LAR
PAUSA HOTEL,2016,HOSPEDAGEM
PEREGRINA DRIPP COFFEE,2024,ALIMENTAÇÃO FORA DO LAR
PERTO DO FOGO COMÉRCIO DE ALIMENTOS E BEBIDA,2023,ALIMENTAÇÃO FORA DO LAR
PET CENTER SOBRAL,2024,SERVIÇOS DE SAÚDE
PET CENTER SOBRAL,2023,SERVIÇOS DE SAÚDE
PHARMAVIE,2024,SERVIÇOS DE SAÚDE
PHARMAVIE SOBRAL FARMÁCIA COM MANIPULAÇÃO,2023,SERVIÇOS DE SAÚDE
PICANHA DO ARLINDO,2015,ALIMENTAÇÃO FORA DO LAR
PICANHA DO ARLINDO,2013,ALIMENTAÇÃO FORA DO LAR
PICANHA DO ARLINDO,2016,ALIMENTAÇÃO FORA DO LAR
PINHEIRO E SILVA CIA LTDA,2024,ALIMENTAÇÃO FORA DO LAR
PINHEIRO HOTEL,2019,HOSPEDAGEM 
PINHEIRO HOTEL,2018,HOSPEDAGEM
PINHEIRO HOTEL,2017,HOSPEDAGEM
PINHEIRO HOTEL,2016,HOSPEDAGEM
PINHEIROS RESTAURANTE,2023,ALIMENTAÇÃO FORA DO LAR
PINHEIROS RESTAURANTE,2019,ALIMENTAÇÃO FORA DO LAR
PINHEIROS RESTAURANTE,2018,ALIMENTAÇÃO FORA DO LAR
PINHEIROS RESTAURANTE ,2022,ALIMENTAÇÃO FORA DO LAR
PIZZA BAR,2015,ALIMENTAÇÃO FORA DO LAR
PIZZA DOG,2015,ALIMENTAÇÃO FORA DO LAR
PIZZARIA ÁGUA NA BOCA,2025,ALIMENTAÇÃO FORA DO LAR
PIZZARIA ÁGUA NA BOCA,2023,ALIMENTAÇÃO FORA DO LAR
